City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Leh,IN,34.1667,77.5833,63.77,50,16,5.99,few clouds
451,Antofagasta,CL,-23.65,-70.4,56.48,81,6,5.35,clear sky
452,Baoning,CN,25.3378,110.026,78.66,94,75,2.24,broken clouds
453,Mogadishu,SO,2.0371,45.3438,75.83,90,85,16.33,overcast clouds
454,Visnes,NO,59.3556,5.2242,59.22,82,37,8.05,scattered clouds
455,Saint-Philippe,RE,-21.3585,55.7679,67.59,76,41,12.17,scattered clouds
456,Dickinson,US,29.4608,-95.0513,82.94,82,75,0.0,broken clouds
457,Khorostkiv,UA,49.2111,25.9217,65.8,73,5,5.17,clear sky
458,Balashov,RU,51.5502,43.1667,67.87,33,100,20.56,overcast clouds
459,Halifax,CA,44.6453,-63.5724,74.44,71,62,16.11,broken clouds
460,Kidero,RU,42.1932,45.9614,51.71,51,60,1.36,broken clouds
461,Bengkulu,ID,-3.8004,102.2655,75.0,89,100,4.45,overcast clouds
462,Tukums,LV,56.9669,23.1553,70.95,65,100,10.58,overcast clouds
463,Iberia,US,29.9502,-91.7507,91.98,83,40,0.0,scattered clouds
464,Dalbandin,PK,28.8947,64.4101,83.68,50,100,8.28,overcast clouds
465,Cheremukhovo,RU,60.3484,59.9851,58.71,88,44,5.7,scattered clouds
466,Ojinaga,MX,29.5667,-104.4167,92.57,51,0,0.0,clear sky
467,Bontang,ID,0.1333,117.5,77.54,87,70,3.51,light rain
468,Vieux-Habitants,GP,16.0589,-61.7659,81.97,76,2,13.65,clear sky
469,Evans,US,33.5337,-82.1307,77.38,80,75,4.61,mist
470,Margate,GB,51.3813,1.3862,62.69,68,42,1.99,scattered clouds
471,Gizo,SB,-8.103,156.8419,83.03,74,58,14.61,broken clouds
472,Xinqing,CN,48.2333,129.5,58.39,82,8,9.08,clear sky
473,Tupelo,US,34.2576,-88.7034,90.34,53,74,5.01,broken clouds
474,Yar-Sale,RU,66.8333,70.8333,44.19,91,89,16.73,overcast clouds
475,Lufkin,US,31.3382,-94.7291,86.32,72,68,4.29,broken clouds
476,Road Town,VG,18.4167,-64.6167,84.29,79,40,9.22,scattered clouds
477,Kieta,PG,-6.2167,155.6333,83.7,65,5,6.6,clear sky
478,Chivilcoy,AR,-34.8957,-60.0167,49.87,36,0,8.75,clear sky
479,Zapolyarnyy,RU,69.4154,30.8136,60.08,96,82,10.25,broken clouds
480,Shimoda,JP,34.6667,138.95,77.11,76,100,1.28,overcast clouds
481,Ozernovskiy,RU,51.5,156.5167,57.54,83,100,13.65,overcast clouds
482,Kozhva,RU,65.1073,57.0459,54.59,94,72,4.0,broken clouds
483,Lypova Dolyna,UA,50.5643,33.7979,60.84,97,28,6.35,scattered clouds
484,Coquimbo,CL,-29.9533,-71.3436,55.13,94,75,8.05,broken clouds
485,Birao,CF,10.2849,22.7882,71.69,95,100,2.89,overcast clouds
486,Tadine,NC,-21.55,167.8833,71.28,76,99,11.59,overcast clouds
487,Suntar,RU,62.1444,117.6319,48.13,97,100,5.28,overcast clouds
488,Keti Bandar,PK,24.1447,67.4497,80.87,84,96,15.12,overcast clouds
489,Khipro,PK,25.8285,69.3772,79.81,84,100,14.12,overcast clouds
490,Huron,US,41.1501,-82.5499,81.66,65,68,2.68,broken clouds
491,Salvador,SV,13.8333,-88.9167,83.05,79,76,3.29,broken clouds
492,Sidney,AU,-33.8679,151.2073,56.5,59,0,8.05,clear sky
493,Manggar,ID,-2.8833,108.2667,80.87,80,98,14.72,overcast clouds
494,Sakaiminato,JP,35.55,133.2333,84.18,84,75,11.5,broken clouds
495,Jining,CN,35.405,116.5814,73.92,89,82,8.88,broken clouds
496,Socorro,US,31.6546,-106.3033,87.1,43,85,10.76,overcast clouds
497,Hovd,MN,48.0056,91.6419,52.38,36,87,14.23,overcast clouds
498,North Myrtle Beach,US,33.816,-78.68,77.38,96,100,9.22,mist
499,Aiquile,BO,-18.2041,-65.1807,52.03,20,13,2.89,few clouds
500,Shakhtinsk,KZ,49.71,72.5872,48.67,54,100,4.03,overcast clouds
501,Fort Nelson,CA,58.8053,-122.7002,81.99,39,40,0.0,scattered clouds
502,Belmopan,BZ,17.25,-88.7667,95.38,69,71,6.38,broken clouds
503,Antalaha,MG,-14.9003,50.2788,66.0,89,18,4.59,light rain
504,Sanandaj,IR,35.3144,46.9923,78.82,12,0,9.22,clear sky
505,Beidao,CN,34.5686,105.8933,69.51,70,62,2.3,broken clouds
506,Miri,MY,4.4148,114.0089,75.34,94,20,2.3,few clouds
507,Devonport,AU,-41.1667,146.35,47.08,64,10,8.08,clear sky
508,Vestmannaeyjar,IS,63.4427,-20.2734,51.53,83,84,12.64,broken clouds
509,Baculin,PH,7.4525,126.5842,80.02,81,100,3.87,overcast clouds
510,Okhotsk,RU,59.3833,143.3,58.6,82,98,11.79,overcast clouds
511,Lardos,GR,36.0942,28.0157,85.82,59,0,7.72,clear sky
512,Meulaboh,ID,4.1363,96.1285,75.69,92,90,4.97,overcast clouds
513,Natal,BR,-5.795,-35.2094,79.02,78,0,16.11,clear sky
514,Tekeli,KZ,44.83,78.8239,45.63,36,1,5.46,clear sky
515,Teykovo,RU,56.858,40.5369,57.06,72,0,6.6,clear sky
516,Katangli,RU,51.7102,143.2326,53.76,96,100,21.43,overcast clouds
517,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,75.65,30,1,3.36,clear sky
518,Whitehorse,CA,60.7161,-135.0538,70.11,31,75,8.05,broken clouds
519,Barnala,IN,30.3833,75.55,82.9,69,66,3.44,broken clouds
520,Spornoye,RU,50.8448,37.2913,64.0,66,88,17.13,overcast clouds
521,The Pas,CA,53.8251,-101.2541,80.62,47,0,3.44,clear sky
522,Lucapa,AO,-8.4192,20.7447,68.54,23,5,3.09,clear sky
523,Asau,RO,46.4333,26.4,67.28,73,0,4.25,light rain
524,Alegrete,BR,-29.7831,-55.7919,45.52,57,0,3.83,clear sky
525,Tahta,EG,26.7693,31.5021,88.99,24,0,6.76,clear sky
526,Nago,JP,26.5881,127.9761,85.05,76,91,9.48,overcast clouds
527,Formosa,AR,-26.1775,-58.1781,55.38,44,0,4.61,clear sky
528,Hoquiam,US,46.9809,-123.8893,71.96,85,70,9.08,broken clouds
529,Bodden Town,KY,19.2833,-81.25,86.99,77,20,9.22,few clouds
530,Karratha,AU,-20.7377,116.8463,64.22,25,1,18.14,clear sky
531,Itumba,TZ,-9.4,33.1833,61.54,57,11,4.38,few clouds
532,Roros,NO,62.5747,11.3842,57.04,72,100,3.44,light rain
533,Sovetskoye,RU,52.2861,85.4131,49.35,67,100,5.48,overcast clouds
534,Kavaratti,IN,10.5669,72.642,81.19,79,100,13.2,overcast clouds
535,Ferkessedougou,CI,9.6,-5.2,73.4,91,93,3.83,overcast clouds
536,Biak,ID,-0.9131,122.8766,75.6,83,94,5.77,overcast clouds
537,Ixtapa,MX,20.7,-105.2,84.22,77,37,5.19,scattered clouds
538,Tura,IN,25.5198,90.2201,74.53,87,31,6.11,scattered clouds
539,Qasigiannguit,GL,68.8193,-51.1922,38.41,69,89,9.04,overcast clouds
540,Manfredonia,IT,41.6259,15.9094,74.62,79,95,9.57,overcast clouds
541,Florida,US,28.7505,-82.5001,90.79,73,0,3.44,clear sky
542,Beian,NO,63.6559,9.5683,58.01,88,0,4.61,clear sky
543,Pendleton,US,45.6721,-118.7886,90.0,16,80,6.64,broken clouds
544,Hervey Bay,AU,-25.2986,152.8535,62.37,57,1,10.04,clear sky
545,Ozu,JP,33.5,132.55,85.17,75,95,4.56,overcast clouds
546,Gondanglegi,ID,-7.7479,112.0132,72.93,78,29,15.26,scattered clouds
547,Liepaja,LV,56.5419,21.0367,75.18,57,0,11.5,clear sky
548,Geraldton,AU,-28.7667,114.6,48.61,87,0,5.75,clear sky
549,Amol,IR,36.4696,52.3507,73.27,55,0,2.73,clear sky
550,Maiduguri,NG,11.8464,13.1603,72.23,93,84,5.39,moderate rain
551,Ranong,TH,9.9658,98.6348,78.91,86,99,8.84,light rain
552,Nongan,CN,44.382,125.1685,60.69,77,0,7.7,clear sky
553,Celestun,MX,20.8667,-90.4,83.37,78,86,13.29,overcast clouds
554,Abha,SA,18.2164,42.5053,66.45,73,0,0.0,clear sky
555,Marinette,US,45.1,-87.6307,77.05,65,28,10.71,scattered clouds
556,Chippewa Falls,US,44.9369,-91.3929,76.84,75,58,3.06,broken clouds
557,Oxford,GB,51.7522,-1.256,61.18,81,23,7.52,few clouds
558,Almenara,BR,-16.1836,-40.6944,68.97,68,12,4.41,light rain
559,Cairns,AU,-16.9167,145.7667,72.07,75,4,10.36,clear sky
560,Tambopata,PE,-12.7333,-69.1833,66.09,55,0,4.61,clear sky
561,Pontian Kecil,MY,1.4801,103.3899,75.52,84,58,3.24,broken clouds
562,Carutapera,BR,-1.195,-46.02,79.84,77,81,9.06,broken clouds
563,Kaeo,NZ,-35.1,173.7833,64.33,98,88,13.22,overcast clouds
564,Kachug,RU,53.9606,105.8817,43.59,87,58,3.47,broken clouds
565,Davila,PH,18.4726,120.5763,75.18,77,66,2.51,broken clouds
566,Yeppoon,AU,-23.1333,150.7333,60.58,62,20,6.04,few clouds
567,Mumford,GH,5.2618,-0.759,73.96,91,100,11.27,overcast clouds
568,Nizhniy Kuranakh,RU,58.8353,125.4869,53.55,81,19,1.97,few clouds
569,Pozo Colorado,PY,-23.4923,-58.7972,49.78,49,0,5.5,clear sky
570,Yarmouth,US,41.7057,-70.2286,80.15,73,4,1.99,clear sky
571,Kargasok,RU,59.0556,80.8572,44.82,92,4,7.07,clear sky
572,Makat,KZ,47.6469,53.3463,71.73,22,98,20.67,overcast clouds
573,Shenjiamen,CN,29.9576,122.298,81.01,87,99,13.24,overcast clouds
574,Grand-Santi,GF,4.25,-54.3833,78.53,73,97,2.08,overcast clouds
575,Batemans Bay,AU,-35.7167,150.1833,54.27,58,56,5.23,broken clouds
576,Wajir,KE,1.7471,40.0573,75.09,63,64,14.97,broken clouds
577,Behbahan,IR,30.5959,50.2417,92.35,35,24,2.33,few clouds
578,Ambositra,MG,-20.5167,47.25,49.32,83,0,2.35,clear sky
579,Ulkan,RU,57.243,107.3223,49.71,97,100,2.48,light rain
580,Kandrian,PG,-6.2167,149.55,78.67,87,99,13.69,moderate rain
581,Paracuru,BR,-3.41,-39.0306,79.11,75,11,14.07,few clouds
582,Telimele,GN,10.9167,-13.3333,70.54,99,100,2.04,light rain
583,Coban,GT,15.4833,-90.3667,78.58,65,40,9.22,scattered clouds
584,Perivolion,GR,39.4206,20.0147,80.65,75,5,3.69,clear sky
585,Tabou,CI,4.423,-7.3528,75.25,84,89,9.46,light rain
586,Hare Bay,CA,48.8499,-54.0148,69.19,80,3,11.12,clear sky
587,Wattegama,LK,6.7989,81.4808,75.04,82,100,5.79,overcast clouds
588,Verkhnyaya Toyma,RU,62.2349,44.9985,57.65,72,15,2.73,few clouds
589,Newport,GB,51.5877,-2.9984,63.14,83,7,7.14,clear sky
590,Da Nang,VN,16.0678,108.2208,78.78,94,75,2.3,light rain
591,Banikoara,BJ,11.2985,2.4386,72.14,95,92,6.89,light rain
592,Beloha,MG,-25.1667,45.05,67.42,60,14,6.76,few clouds
593,Bykovo,RU,55.6361,38.0803,66.61,48,0,4.47,clear sky
594,Aracuai,BR,-16.8497,-42.0703,75.97,43,1,7.56,clear sky
595,Lukiv,UA,51.0521,25.4006,68.18,78,80,7.27,broken clouds
596,Abdanan,IR,32.9926,47.4198,85.95,10,1,9.17,clear sky
597,Mana,GF,5.6592,-53.7767,80.38,82,43,11.86,scattered clouds
598,Quatre Cocos,MU,-20.2078,57.7625,71.71,78,34,16.33,light rain
599,Severobaykalsk,RU,55.65,109.3167,45.45,92,100,1.81,light rain
600,Zhanakorgan,KZ,43.9098,67.2495,69.55,30,0,11.68,clear sky
601,Quartucciu,IT,39.2519,9.1794,78.03,59,0,15.99,clear sky
602,Beringovskiy,RU,63.05,179.3167,46.85,76,100,14.97,overcast clouds
603,Cuencame,MX,24.8711,-103.6964,71.44,64,88,8.77,overcast clouds
604,San-Pedro,CI,4.7485,-6.6363,75.31,85,100,6.91,overcast clouds
605,Richards Bay,ZA,-28.783,32.0377,56.43,83,8,5.48,clear sky
606,Villa Del Rosario,CO,7.8339,-72.4742,86.38,55,20,11.5,few clouds
607,Churapcha,RU,62.0025,132.4325,56.25,75,71,8.77,broken clouds
608,Litovko,RU,49.2361,135.1742,56.79,95,100,5.97,overcast clouds
609,Calama,CL,-22.4667,-68.9333,68.49,3,0,16.11,clear sky
610,Bosaso,SO,11.2842,49.1816,91.0,38,10,17.67,clear sky
611,Matagami,CA,49.7502,-77.6328,73.51,60,100,11.5,overcast clouds
612,Punta Umbria,ES,37.1821,-6.9661,77.13,50,0,8.03,clear sky
613,Tamala,RU,52.541,43.2515,66.06,33,100,17.69,overcast clouds
614,La Rioja,ES,42.25,-2.5,55.18,67,0,5.57,clear sky
615,Honnali,IN,14.25,75.6667,68.76,93,86,6.64,overcast clouds
616,Zalantun,CN,48.0,122.7167,60.39,47,0,13.56,clear sky
617,Llodio,ES,43.1432,-2.962,65.39,75,0,4.61,clear sky
618,Itupiranga,BR,-5.1347,-49.3267,82.72,37,99,0.6,overcast clouds
619,Tabora,TZ,-5.0167,32.8,69.01,31,10,4.9,clear sky
620,Svetlogorsk,BY,52.6333,29.7333,58.5,97,21,5.68,few clouds
621,Longyearbyen,SJ,78.2186,15.6401,39.04,81,75,14.97,light rain
622,Smithers,CA,54.7804,-127.1743,82.72,39,0,3.44,clear sky
623,Anadyr,RU,64.75,177.4833,50.5,57,0,6.71,clear sky
624,Mariestad,SE,58.7097,13.8237,64.87,98,100,4.03,overcast clouds
625,Wenzhou,CN,27.9994,120.6668,84.97,68,100,3.04,overcast clouds
626,Kalmunai,LK,7.4167,81.8167,78.91,81,100,2.35,overcast clouds
627,Santiago Del Estero,AR,-27.7951,-64.2615,59.07,21,0,8.57,clear sky
628,Hay River,CA,60.8156,-115.7999,80.56,38,75,6.91,broken clouds
629,Aksarka,RU,66.5606,67.7975,46.54,70,60,14.94,broken clouds
630,Vao,NC,-22.6667,167.4833,68.88,69,10,11.01,clear sky
631,Surt,LY,31.2089,16.5887,81.99,61,0,7.0,clear sky
632,Luban,PL,51.1201,15.2877,68.14,98,85,1.19,overcast clouds
633,Itoman,JP,26.1247,127.6694,86.02,79,75,9.22,broken clouds
634,Cadillac,US,44.2519,-85.4012,78.8,53,0,6.91,clear sky
635,Kaabong,UG,3.4836,34.1492,66.11,73,94,4.36,light rain
636,Kopanskaya,RU,46.2779,38.4795,73.6,72,94,10.2,overcast clouds
637,Walvis Bay,NA,-22.9575,14.5053,62.6,41,7,12.39,clear sky
638,Migori,KE,-1.0634,34.4731,64.76,70,67,2.91,broken clouds
639,Shangqiu,CN,34.45,115.65,74.19,89,72,7.87,broken clouds
640,Zhezkazgan,KZ,47.8043,67.7144,55.99,40,45,9.93,scattered clouds
641,Monywa,MM,22.1167,95.1333,79.43,84,41,4.05,scattered clouds
642,Morgan City,US,29.6994,-91.2068,87.08,59,46,7.27,scattered clouds
643,Mackay,AU,-21.15,149.2,69.67,66,0,6.02,clear sky
644,Warren,US,39.4334,-84.1666,83.91,55,75,6.31,broken clouds
645,Nemuro,JP,43.3236,145.575,63.63,92,100,12.06,overcast clouds
646,Dullewala,PK,31.8359,71.4362,85.53,68,18,9.37,few clouds
647,Hambantota,LK,6.1241,81.1185,78.48,81,100,16.37,overcast clouds
648,Silistea,RO,44.3833,25.35,77.14,43,1,7.72,clear sky
649,Bereda,ES,43.2686,-7.5406,60.58,100,19,3.51,few clouds
650,Conde,BR,-7.2597,-34.9075,74.66,78,0,10.36,clear sky
651,Mujiayingzi,CN,42.1167,118.7833,63.7,57,0,4.14,clear sky
652,Evensk,RU,61.95,159.2333,52.16,81,100,4.74,overcast clouds
653,La Paz,BO,-16.5,-68.15,49.98,49,20,12.66,few clouds
654,Alice Town,BS,25.7167,-79.3,85.55,70,29,11.7,scattered clouds
655,Marsa Matruh,EG,31.3525,27.2453,80.8,83,0,6.91,clear sky
656,Seeboden,AT,46.8219,13.495,65.1,94,95,5.88,overcast clouds
657,Khorinsk,RU,52.1657,109.7726,46.56,68,39,2.1,scattered clouds
658,Alyangula,AU,-13.8483,136.4192,73.87,66,5,18.32,clear sky
659,Boquira,BR,-12.8231,-42.7306,74.77,38,0,8.9,clear sky
660,Sena Madureira,BR,-9.0656,-68.6569,67.48,50,40,7.25,scattered clouds
661,Nyalikungu,TZ,-3.1833,33.7833,67.55,52,13,5.59,few clouds
662,Pangody,RU,65.85,74.4859,45.25,90,100,20.54,overcast clouds
663,Huarmey,PE,-10.0681,-78.1522,63.57,79,8,10.45,clear sky
664,French Harbor,HN,16.35,-86.4333,87.8,84,20,20.71,few clouds
665,Jizan,SA,17.3333,42.6667,85.14,62,32,0.29,scattered clouds
666,Severodvinsk,RU,64.5635,39.8302,64.51,76,14,8.75,few clouds
667,Vanimo,PG,-2.6741,141.3028,79.88,81,95,4.03,overcast clouds
668,Pedasi,PA,7.5333,-80.0333,81.07,79,97,5.41,overcast clouds
669,Gillette,US,44.2911,-105.5022,77.04,29,0,5.99,clear sky
670,Smolenka,RU,52.1352,113.4974,41.07,87,9,8.95,clear sky
671,Mae Sai,TH,20.4335,99.8762,71.17,98,98,2.46,overcast clouds
672,Balkhash,KZ,46.844,74.9804,55.0,55,2,15.7,clear sky
673,Bonthe,SL,7.5264,-12.505,76.57,85,100,11.18,light rain
674,Sungaipenuh,ID,-2.0833,101.3833,63.52,96,100,2.68,overcast clouds
675,Umm Kaddadah,SD,13.6017,26.6876,78.21,67,73,11.3,broken clouds
676,Taltal,CL,-25.4,-70.4833,58.39,80,23,5.01,few clouds
677,Westport,US,41.1415,-73.3579,84.49,57,57,10.0,broken clouds
678,Manadhoo,MV,5.7667,73.3833,81.39,77,100,9.22,overcast clouds
